absence_days,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_aspiration_Business Owner,career_aspiration_Doctor,science_avg,humanities_avg,engagement_score,performance_consistency,average_score,performance_category
10,5,64,69,85,99,76,98,60,1.0,0.0,81.0,75.66666666666667,0.0,84.23385181563269,78.71428571428571,High
2,2,91,87,84,91,96,88,82,0.0,0.0,90.5,85.66666666666667,1.0,95.27922524518334,88.42857142857143,High
3,33,76,66,96,86,85,62,68,0.0,0.0,85.75,65.33333333333333,31.5,87.52335515185807,77.0,High
6,33,72,67,65,76,69,81,70,0.0,0.0,70.5,72.66666666666667,30.0,94.49675420449763,71.42857142857143,Average
1,5,63,86,72,72,90,75,92,0.0,0.0,74.25,84.33333333333333,4.5,89.13941157430313,78.57142857142857,High
3,23,94,61,72,70,87,82,76,0.0,0.0,80.75,73.0,21.5,88.86660963801319,77.42857142857143,High
10,2,70,75,59,91,53,97,95,1.0,0.0,68.25,89.0,-3.0,82.33243488358237,77.14285714285714,High
3,23,83,69,66,95,93,77,77,0.0,0.0,84.25,74.33333333333333,21.5,88.90946349359058,80.0,High
6,3,50,61,50,96,70,58,86,1.0,0.0,66.5,68.33333333333333,0.0,82.17946609746417,67.28571428571429,Average
0,48,99,89,96,98,89,98,93,0.0,1.0,95.5,93.33333333333331,48.0,95.7238201294012,94.57142857142856,Excellent
3,32,76,85,62,65,79,81,61,0.0,0.0,70.5,75.66666666666667,30.5,90.15597836731544,72.71428571428571,Average
4,3,71,66,52,99,87,89,70,1.0,0.0,77.25,75.0,6.0,83.89912750071925,76.28571428571429,High
1,24,60,78,96,93,62,60,83,0.0,0.0,77.75,73.66666666666667,23.5,84.45436824485198,76.0,High
4,21,87,74,81,65,74,91,82,0.0,0.0,76.75,82.33333333333333,19.0,91.17902931591291,79.14285714285714,High
10,0,93,84,65,56,67,92,81,1.0,0.0,70.25,85.66666666666667,-5.0,85.67719101772082,76.85714285714286,High
0,25,87,87,69,71,74,91,74,0.0,0.0,75.25,84.0,25.0,91.0,79.0,High
3,10,93,68,61,78,80,65,77,0.0,0.0,78.0,70.0,8.5,89.15476843866173,74.57142857142857,Average
1,4,96,64,91,69,60,62,62,0.0,0.0,79.0,62.66666666666666,3.5,84.97779421434167,72.0,Average
2,7,62,73,74,72,83,63,79,0.0,0.0,72.75,71.66666666666667,6.0,92.303371177061,72.28571428571429,Average
8,0,50,80,100,81,61,68,72,1.0,0.0,73.0,73.33333333333333,-4.0,83.97472234844201,73.14285714285714,Average
4,2,71,68,77,73,68,73,64,0.0,0.0,72.25,68.33333333333333,0.0,95.7238201294012,70.57142857142857,Average
0,16,99,88,88,90,82,88,90,0.0,0.0,89.75,88.66666666666667,21.0,94.94317999416349,89.28571428571429,High
4,12,100,67,100,60,94,72,70,0.0,0.0,88.5,69.66666666666667,10.0,83.03084029916681,80.42857142857143,High
9,4,77,59,60,98,74,76,60,1.0,0.0,77.25,65.0,-0.5,85.9881002953442,72.0,Average
3,23,88,73,86,75,65,62,83,0.0,0.0,78.5,72.66666666666667,26.5,89.83469954534873,76.0,High
6,15,88,99,64,79,52,75,92,0.0,0.0,70.75,88.66666666666667,12.0,83.57991937842425,78.42857142857143,High
2,31,99,88,97,97,71,67,79,0.0,0.0,91.0,78.0,30.0,86.78564993580662,85.42857142857143,High
8,3,50,88,58,78,83,97,88,1.0,0.0,67.25,91.0,-1.0,82.83552949785378,77.42857142857143,High
4,2,69,93,62,99,98,98,68,0.0,0.0,82.0,86.33333333333333,0.0,83.35239184919175,83.85714285714286,High
5,35,89,86,96,92,97,89,95,0.0,0.0,93.5,90.0,32.5,95.83666800106774,92.0,Excellent
5,27,93,97,77,70,81,83,87,0.0,0.0,80.25,89.0,24.5,90.7443710820568,84.0,High
5,32,96,83,67,86,81,92,73,0.0,0.0,82.5,82.66666666666667,29.5,89.85345472821507,82.57142857142857,High
4,24,92,98,93,60,74,84,97,0.0,0.0,79.75,93.0,22.0,86.02553348833257,85.42857142857143,High
3,29,99,72,65,66,71,85,83,0.0,0.0,75.25,80.0,32.5,87.68856512946486,77.28571428571429,High
10,4,86,59,81,55,77,69,87,1.0,0.0,74.75,71.66666666666667,4.0,87.2216701292495,73.42857142857143,Average
4,17,91,92,95,90,73,75,95,0.0,0.0,87.25,87.33333333333333,15.0,90.71355314245028,87.28571428571429,High
3,18,95,91,74,61,94,86,87,0.0,0.0,81.0,88.0,16.5,87.67117199406205,84.0,High
5,15,61,94,87,74,92,79,97,0.0,0.0,78.5,90.0,12.5,87.13069358438274,83.42857142857143,High
1,32,65,89,70,71,74,97,64,0.0,0.0,70.0,83.33333333333333,31.5,87.48714946259533,75.71428571428571,High
7,3,94,97,97,75,79,68,92,0.0,0.0,86.25,85.66666666666667,-0.5,88.19604586024948,86.0,High
5,31,94,68,89,90,91,98,72,0.0,0.0,91.0,79.33333333333333,28.5,88.61287276497418,86.0,High
5,3,56,67,87,97,88,57,86,1.0,0.0,82.0,70.0,5.5,83.45280918676757,76.85714285714286,High
7,25,89,63,88,73,78,84,74,0.0,0.0,82.0,73.66666666666667,21.5,90.67517394519442,78.42857142857143,High
1,0,65,70,100,66,71,61,61,0.0,0.0,75.5,64.0,4.5,86.44938940050864,70.57142857142857,Average
1,29,91,96,63,81,97,74,66,0.0,0.0,83.0,78.66666666666667,28.5,85.98300351444038,81.14285714285714,High
1,17,88,100,71,85,72,91,81,0.0,0.0,79.0,90.66666666666669,16.5,89.63981982138662,84.0,High
4,0,49,51,57,80,89,53,76,1.0,0.0,68.75,60.0,-2.0,83.76218405490853,65.0,Average
5,25,73,94,74,72,80,98,100,0.0,0.0,74.75,97.33333333333331,22.5,87.53863112311836,84.42857142857143,High
2,23,94,94,74,66,73,92,80,0.0,0.0,76.75,88.66666666666667,22.0,88.5046593289778,81.85714285714286,High
5,4,84,61,59,76,72,54,66,1.0,0.0,72.75,60.333333333333336,1.5,89.48244098571121,67.42857142857143,Average
7,11,97,91,91,61,68,77,97,0.0,0.0,79.25,88.33333333333333,12.5,85.48071889487899,83.14285714285714,High
7,12,82,84,69,66,65,74,68,0.0,0.0,70.5,75.33333333333333,8.5,92.30027829816464,72.57142857142857,Average
2,48,96,97,98,98,97,96,89,0.0,1.0,97.25,94.0,47.0,96.8679840662085,95.85714285714286,Excellent
4,0,44,98,53,68,94,91,84,1.0,0.0,64.75,91.0,3.0,78.73187047873431,76.0,High
7,12,97,64,90,69,88,83,77,0.0,0.0,86.0,74.66666666666667,13.5,88.17589226159015,81.14285714285714,High
1,31,77,93,65,68,71,75,76,0.0,0.0,70.25,81.33333333333333,35.5,90.92622827412254,75.0,Average
9,19,89,99,96,72,84,62,98,0.0,0.0,85.25,86.33333333333333,14.5,85.87302479044334,85.71428571428571,High
0,17,86,92,65,81,73,84,79,0.0,0.0,76.25,85.0,17.0,91.13057686956662,80.0,High
6,24,73,71,84,96,92,94,75,0.0,0.0,86.25,80.0,26.0,89.37209423487482,83.57142857142857,High
2,11,61,75,95,62,93,92,87,0.0,0.0,77.75,84.66666666666667,10.0,85.31764907886244,80.71428571428571,High
6,2,81,90,75,83,70,55,62,1.0,0.0,77.25,69.0,-1.0,87.70211013067302,73.71428571428571,Average
2,32,90,99,94,91,92,85,64,0.0,1.0,91.75,82.66666666666667,36.0,88.66526619297169,87.85714285714286,High
7,5,88,60,87,95,65,75,76,0.0,0.0,83.75,70.33333333333333,1.5,87.24591568686067,78.0,High
5,23,86,92,84,82,88,84,65,0.0,1.0,85.0,80.33333333333333,25.5,91.41707120694416,83.0,High
8,14,78,75,82,91,86,76,69,0.0,0.0,84.25,73.33333333333333,10.0,92.63211602386993,79.57142857142857,High
6,1,73,90,70,80,64,53,79,1.0,0.0,71.75,74.0,-2.0,88.00396891031197,72.71428571428571,Average
4,32,98,82,91,93,85,75,78,0.0,0.0,91.75,78.33333333333333,30.0,91.63339973465924,86.0,High
1,34,81,79,100,88,81,64,95,0.0,0.0,87.5,79.33333333333333,33.5,88.19604586024948,84.0,High
2,13,73,87,72,98,82,89,98,0.0,0.0,81.25,91.33333333333331,17.0,89.37209423487482,85.57142857142857,High
1,24,84,95,87,100,96,92,76,0.0,0.0,91.75,87.66666666666667,23.5,91.77402488049796,90.0,High
5,32,81,90,82,80,98,81,91,0.0,0.0,85.25,87.33333333333333,29.5,93.085556869167,86.14285714285714,High
2,21,100,77,90,83,88,91,80,0.0,0.0,90.25,82.66666666666667,20.0,92.25403330758516,87.0,High
6,0,83,50,59,77,66,87,60,1.0,0.0,71.25,65.66666666666667,-3.0,86.2470782325043,68.85714285714286,Average
6,34,87,75,90,82,99,66,92,0.0,0.0,89.5,77.66666666666667,31.0,88.88158969910502,84.42857142857143,High
2,14,96,94,60,62,86,79,79,0.0,0.0,76.0,84.0,13.0,85.78900492743801,79.42857142857143,High
3,25,98,76,69,75,76,98,81,0.0,0.0,79.5,85.0,23.5,88.4323933413379,81.85714285714286,High
3,5,83,66,97,95,91,76,80,0.0,0.0,91.5,74.0,3.5,88.86447127433996,84.0,High
10,3,86,59,83,81,100,82,99,1.0,0.0,87.5,80.0,-2.0,86.31650281404292,84.28571428571429,High
7,20,82,67,88,62,73,64,79,0.0,0.0,76.25,70.0,16.5,90.18747156510034,73.57142857142857,Average
1,26,82,98,78,63,83,91,94,0.0,0.0,76.5,94.33333333333331,30.5,88.2607698800337,84.14285714285714,High
9,2,100,71,70,86,80,91,62,1.0,0.0,84.0,74.66666666666667,-2.5,86.69586530434992,80.0,High
3,1,100,80,88,81,93,93,84,0.0,0.0,90.5,85.66666666666667,4.5,92.67749717521068,88.42857142857143,High
10,1,83,93,75,55,82,51,91,1.0,0.0,73.75,78.33333333333333,-4.0,83.33952495961088,75.71428571428571,High
10,25,93,92,71,89,91,76,61,0.0,0.0,86.0,76.33333333333333,20.0,87.42451364189611,81.85714285714286,High
5,35,86,86,100,86,94,87,85,0.0,0.0,91.5,86.0,32.5,94.3305329048616,89.14285714285714,High
3,2,50,78,67,95,82,97,80,1.0,0.0,73.5,85.0,0.5,83.80476260483613,78.42857142857143,High
7,5,78,68,56,50,76,67,97,1.0,0.0,65.0,77.33333333333333,1.5,84.52190487910646,70.28571428571429,Average
3,24,91,69,82,87,100,93,100,0.0,0.0,90.0,87.33333333333333,22.5,89.08474200291825,88.85714285714286,High
0,5,73,100,78,77,71,61,66,0.0,0.0,74.75,75.66666666666667,5.0,87.5176314823859,75.14285714285714,High
6,3,99,66,81,69,82,73,72,0.0,0.0,82.75,70.33333333333333,0.0,88.82178990390764,77.42857142857143,High
6,5,88,82,99,65,83,65,98,0.0,0.0,83.75,81.66666666666667,2.0,86.1264211367005,82.85714285714286,High
1,33,100,82,85,68,97,81,100,0.0,0.0,87.5,87.66666666666667,32.5,88.01588352780867,87.57142857142857,High
2,15,100,62,84,66,88,90,71,0.0,0.0,84.5,74.33333333333333,14.0,85.9711182266895,80.14285714285714,High
5,32,99,61,76,95,79,78,66,0.0,0.0,87.25,68.33333333333333,29.5,86.10241542055394,79.14285714285714,High
0,14,81,99,85,72,67,78,69,0.0,0.0,76.25,82.0,19.0,88.94386617130132,78.71428571428571,High
3,47,90,86,98,97,99,96,85,0.0,1.0,96.0,89.0,45.5,94.1121594224481,93.0,Excellent
4,6,67,88,89,90,78,84,73,0.0,0.0,81.0,81.66666666666667,4.0,91.13594739572082,81.28571428571429,High
5,3,68,91,78,63,90,95,80,0.0,0.0,74.75,88.66666666666667,5.5,87.89333123557812,80.71428571428571,High
1,42,93,90,93,89,92,93,100,0.0,1.0,91.75,94.33333333333331,46.5,96.4678348741614,92.85714285714286,Excellent
1,22,94,95,80,60,89,93,88,0.0,0.0,80.75,92.0,21.5,87.63260815885657,85.57142857142857,High
7,1,88,96,74,90,82,70,83,1.0,0.0,83.5,83.0,-2.5,90.93147778091186,83.28571428571429,High
1,21,75,93,66,63,68,91,99,0.0,0.0,68.0,94.33333333333331,25.5,85.27231308369295,79.28571428571429,High
4,50,99,89,87,90,87,90,95,0.0,1.0,90.75,91.33333333333331,48.0,95.56528843478333,91.0,Excellent
7,29,93,64,86,82,35,73,84,0.0,0.0,74.0,73.66666666666667,25.5,80.46005312674767,73.85714285714286,Average
4,31,73,95,78,79,84,89,96,0.0,0.0,78.5,93.33333333333331,29.0,91.17902931591291,84.85714285714286,High
6,5,64,61,76,100,93,61,65,0.0,0.0,83.25,62.333333333333336,2.0,83.87843798185915,74.28571428571429,Average
1,25,76,87,98,88,94,86,64,0.0,0.0,89.0,79.0,29.5,88.55863810970206,84.71428571428571,High
2,22,91,93,82,81,95,91,70,0.0,0.0,87.25,84.66666666666667,21.0,91.08505802171489,86.14285714285714,High
8,1,70,98,51,51,96,96,70,1.0,0.0,67.0,88.0,2.0,79.15933462354589,76.0,High
5,26,90,92,95,85,93,69,65,0.0,1.0,90.75,75.33333333333333,23.5,87.8286049631582,84.14285714285714,High
9,3,93,83,61,95,70,93,65,1.0,0.0,79.75,80.33333333333333,-1.5,85.52012891401769,80.0,High
7,12,61,99,66,99,100,70,60,0.0,0.0,81.5,76.33333333333333,8.5,80.95869152155166,79.28571428571429,High
1,1,51,69,85,61,59,81,63,1.0,0.0,64.0,71.0,0.5,87.77979814678443,67.0,Average
4,18,91,72,69,88,92,61,76,0.0,0.0,85.0,69.66666666666667,21.0,87.93272824458454,78.42857142857143,High
3,27,96,64,76,97,81,87,99,0.0,0.0,87.5,83.33333333333333,25.5,87.09374459529688,85.71428571428571,High
5,24,93,75,84,66,74,99,66,0.0,0.0,79.25,80.0,21.5,87.10481817554657,79.57142857142857,High
1,19,70,96,60,87,92,63,95,0.0,0.0,77.25,84.66666666666667,23.5,84.39169940002924,80.42857142857143,High
2,47,90,90,93,87,93,99,100,0.0,1.0,90.75,96.33333333333331,46.0,95.18929764557636,93.14285714285714,Excellent
1,11,69,78,80,60,76,86,96,0.0,0.0,71.25,86.66666666666667,10.5,88.44681037651547,77.85714285714286,High
2,29,89,90,72,98,96,84,87,0.0,0.0,88.75,87.0,28.0,91.41707120694416,88.0,High
2,14,86,99,90,61,66,96,87,0.0,0.0,75.75,94.0,18.0,85.45286806208702,83.57142857142857,High
5,4,80,61,89,98,73,90,88,0.0,0.0,85.0,79.66666666666667,1.5,87.56732415883738,82.71428571428571,High
4,15,93,77,85,95,60,99,67,0.0,0.0,83.25,81.0,13.0,85.15957900738341,82.28571428571429,High
5,32,87,91,86,96,65,77,83,0.0,0.0,83.5,83.66666666666667,29.5,89.86989399764012,83.57142857142857,High
7,33,86,88,96,86,87,99,80,0.0,0.0,88.75,89.0,29.5,93.508246989999,88.85714285714286,High
4,29,87,80,97,98,91,64,97,0.0,0.0,93.25,80.33333333333333,32.0,87.67503501405534,87.71428571428571,High
2,31,96,83,97,100,85,92,69,0.0,0.0,94.5,81.33333333333333,30.0,89.23851665384721,88.85714285714286,High
5,29,90,89,70,90,83,82,87,0.0,0.0,83.25,86.0,26.5,92.86190635026544,84.42857142857143,High
5,0,89,65,65,91,76,91,92,1.0,0.0,80.25,82.66666666666667,-2.5,87.60760601935895,81.28571428571429,High
6,1,98,62,75,72,81,73,93,1.0,0.0,81.5,76.0,-2.0,87.41126732048892,79.14285714285714,High
3,42,99,100,87,96,93,92,88,0.0,1.0,93.75,93.33333333333331,40.5,94.93847378560106,93.57142857142856,Excellent
9,2,99,65,100,93,91,60,83,1.0,0.0,95.75,69.33333333333333,2.5,83.93910398040069,84.42857142857143,High
3,1,55,81,72,100,87,85,94,0.0,0.0,78.5,86.66666666666667,-0.5,85.10033557424866,82.0,High
1,11,86,87,64,74,60,89,84,0.0,0.0,71.0,86.66666666666667,10.5,88.18596476340838,77.71428571428571,High
4,18,89,65,60,70,86,62,74,0.0,0.0,76.25,67.0,16.0,88.55863810970207,72.28571428571429,Average
2,35,94,97,90,93,85,95,92,0.0,0.0,90.5,94.66666666666669,39.0,96.09639970820588,92.28571428571428,Excellent
1,1,85,61,100,75,70,89,80,0.0,0.0,82.5,76.66666666666667,0.5,87.14179898534273,80.0,High
0,12,78,70,90,68,90,87,77,0.0,0.0,81.5,78.0,12.0,90.81668179069608,80.0,High
2,21,75,67,64,80,79,77,80,0.0,0.0,74.5,74.66666666666667,20.0,93.49725332757654,74.57142857142857,Average
2,18,82,61,89,88,74,78,72,0.0,0.0,83.25,70.33333333333333,22.0,90.18989830643456,77.71428571428571,High
6,5,41,53,64,62,79,50,65,1.0,0.0,61.5,56.0,2.0,87.67889924521661,59.142857142857146,Low
5,2,44,79,83,50,52,79,96,1.0,0.0,57.25,84.66666666666667,-0.5,80.0,69.0,Average
5,27,81,94,61,86,72,97,82,0.0,0.0,75.0,91.0,29.5,87.57115490175413,81.85714285714286,High
6,18,77,90,74,65,100,76,80,0.0,0.0,79.0,82.0,15.0,88.55863810970207,80.28571428571429,High
2,28,97,97,70,94,66,83,66,0.0,0.0,81.75,82.0,27.0,85.56129540172698,81.85714285714286,High
5,1,66,83,79,65,57,61,86,1.0,0.0,66.75,76.66666666666667,-1.5,88.525390347961,71.0,Average
7,42,91,96,96,90,97,85,98,0.0,1.0,93.5,93.0,38.5,95.24906024333832,93.28571428571428,Excellent
8,21,76,84,95,66,84,74,64,0.0,0.0,80.25,74.0,17.0,89.04772256777702,77.57142857142857,High
4,31,97,93,60,90,85,72,83,0.0,0.0,83.0,82.66666666666667,29.0,87.0974347327289,82.85714285714286,High
8,34,83,94,93,62,92,98,94,0.0,0.0,82.5,95.33333333333331,30.0,87.6576609456176,88.0,High
1,5,98,83,93,73,100,82,81,0.0,0.0,91.0,82.0,9.5,90.00952834899553,87.14285714285714,High
3,46,91,88,88,91,85,95,88,0.0,1.0,88.75,90.33333333333331,44.5,96.7928650970509,89.42857142857143,High
3,9,82,84,93,89,88,76,98,0.0,0.0,88.0,86.0,7.5,92.73298384414043,87.14285714285714,High
5,26,77,86,62,85,72,98,90,0.0,0.0,74.0,91.33333333333331,23.5,87.97423401113062,81.42857142857143,High
3,31,95,98,76,61,87,72,100,0.0,0.0,79.75,90.0,29.5,85.17402536729799,84.14285714285714,High
4,27,80,76,71,62,92,99,77,0.0,0.0,76.25,84.0,25.0,87.52526362526856,79.57142857142857,High
7,28,89,79,97,61,64,79,72,0.0,0.0,77.75,76.66666666666667,24.5,87.0808374147253,77.28571428571429,High
3,5,69,87,91,82,86,77,80,0.0,0.0,82.0,81.33333333333333,8.5,92.70355598677718,81.71428571428571,High
2,4,76,72,58,66,66,62,60,1.0,0.0,66.5,64.66666666666667,3.0,93.5266112502985,65.71428571428571,Average
1,33,85,97,95,97,98,84,94,0.0,1.0,93.75,91.66666666666669,32.5,94.12835708883873,92.85714285714286,Excellent
3,16,79,100,72,89,68,99,76,0.0,0.0,77.0,91.66666666666669,14.5,87.14550291772971,83.28571428571429,High
1,15,85,76,63,62,74,82,96,0.0,0.0,71.0,84.66666666666667,14.5,87.8835019989469,76.85714285714286,High
7,10,78,69,87,93,83,94,75,0.0,0.0,85.25,79.33333333333333,6.5,90.67772764264195,82.71428571428571,High
0,18,62,91,86,88,80,62,75,0.0,0.0,79.0,76.0,23.0,88.04572202495015,77.71428571428571,High
1,12,93,86,61,71,98,79,87,0.0,0.0,80.75,84.0,11.5,87.1621838379916,82.14285714285714,High
3,25,94,76,100,60,80,94,61,0.0,0.0,83.5,77.0,23.5,83.8474533925835,80.71428571428571,High
3,23,95,83,94,83,75,99,75,0.0,0.0,86.75,85.66666666666667,21.5,90.22393593661393,86.28571428571429,High
6,8,81,67,93,65,87,84,79,0.0,0.0,81.5,76.66666666666667,5.0,89.77165469789723,79.42857142857143,High
4,32,87,100,60,99,45,73,86,0.0,0.0,72.75,86.33333333333333,30.0,79.56427031840929,78.57142857142857,High
10,0,55,86,54,78,55,60,88,1.0,0.0,60.5,78.0,-5.0,84.60519568165935,68.0,Average
8,0,77,71,68,53,70,72,69,1.0,0.0,67.0,70.66666666666667,-4.0,92.54218211411356,68.57142857142857,Average
1,6,82,79,60,80,65,64,71,0.0,0.0,71.75,71.33333333333333,5.5,91.15207853302742,71.57142857142857,Average
6,5,81,97,88,81,63,88,67,0.0,0.0,78.25,84.0,2.0,87.93470147193081,80.71428571428571,High
0,16,99,70,86,61,70,90,66,0.0,0.0,79.0,75.33333333333333,16.0,85.81248033355673,77.42857142857143,High
5,4,87,77,64,84,84,94,80,0.0,0.0,79.75,83.66666666666667,6.5,90.6217069275704,81.42857142857143,High
8,2,94,62,100,87,91,89,93,1.0,0.0,93.0,81.33333333333333,-2.0,87.80710589455208,88.0,High
2,35,98,92,91,89,95,92,90,0.0,0.0,93.25,91.33333333333331,34.0,96.89854104991736,92.42857142857144,Excellent
2,34,97,89,76,61,91,91,70,0.0,0.0,81.25,83.33333333333333,38.0,86.72811779954112,82.14285714285714,High
1,7,83,81,70,90,73,89,87,0.0,0.0,79.0,85.66666666666667,6.5,92.2019538466662,81.85714285714286,High
0,14,92,92,92,66,90,68,66,0.0,0.0,85.0,75.33333333333333,14.0,86.69049748702615,80.85714285714286,High
1,24,100,74,80,84,85,82,74,0.0,1.0,87.25,76.66666666666667,23.5,91.19253563325807,82.71428571428571,High
4,25,86,69,79,85,63,82,77,0.0,0.0,78.25,76.0,23.0,91.50070030896104,77.28571428571429,High
8,3,48,80,73,67,84,99,83,1.0,0.0,68.0,87.33333333333333,-1.0,84.02382726564039,76.28571428571429,High
7,0,69,56,71,84,52,71,88,1.0,0.0,69.0,71.66666666666667,1.5,86.81631600008845,70.14285714285714,Average
2,33,73,84,97,64,87,82,70,0.0,0.0,80.25,78.66666666666667,32.0,88.73268528209223,79.57142857142857,High
3,12,82,81,78,95,60,88,72,0.0,0.0,78.75,80.33333333333333,10.5,88.74748705314907,79.42857142857143,High
3,1,90,96,89,88,94,73,77,0.0,0.0,90.25,82.0,4.5,91.44207412756484,86.71428571428571,High
5,19,85,66,61,85,75,94,76,0.0,0.0,76.5,78.66666666666667,21.5,88.46950213770538,77.42857142857143,High
2,2,82,73,64,95,87,73,99,0.0,0.0,82.0,81.66666666666667,1.0,87.29267178057518,81.85714285714286,High
4,3,80,61,96,89,96,61,80,0.0,0.0,90.25,67.33333333333333,1.0,85.20296039903991,80.42857142857143,High
10,1,41,53,98,67,61,83,97,1.0,0.0,66.75,77.66666666666667,1.0,78.06177504250368,71.42857142857143,Average
1,48,99,93,88,92,99,94,95,0.0,1.0,94.5,94.0,47.5,96.09639970820588,94.28571428571428,Excellent
2,32,95,95,92,61,63,81,100,0.0,0.0,77.75,92.0,31.0,83.97472234844201,83.85714285714286,High
6,1,76,69,100,88,65,96,70,0.0,0.0,82.25,78.33333333333333,-2.0,85.9779085861257,80.57142857142857,High
1,22,91,92,81,98,88,76,99,0.0,1.0,89.5,89.0,21.5,91.55973369862684,89.28571428571429,High
5,16,98,75,69,65,67,79,72,0.0,0.0,74.75,75.33333333333333,13.5,88.78988551946651,75.0,Average
6,15,90,71,93,73,80,78,69,0.0,0.0,84.0,72.66666666666667,12.0,90.70074247715492,79.14285714285714,High
3,26,85,68,73,94,88,86,77,0.0,0.0,85.0,77.0,29.5,90.8192748496802,81.57142857142857,High
5,46,100,97,94,87,89,91,100,0.0,1.0,92.5,96.0,43.5,94.77187095288062,94.0,Excellent
4,31,77,81,80,95,80,74,80,0.0,0.0,83.0,78.33333333333333,29.0,93.3667504192892,81.0,High
10,4,92,98,60,74,63,89,80,1.0,0.0,72.25,89.0,-1.0,85.44141555808461,79.42857142857143,High
9,5,53,87,60,94,93,65,88,1.0,0.0,75.0,80.0,0.5,82.80088595858717,77.14285714285714,High
6,21,79,74,78,97,87,85,79,0.0,0.0,85.25,79.33333333333333,18.0,92.32505622790876,82.71428571428571,High
2,26,85,89,72,80,99,94,90,0.0,0.0,84.0,91.0,25.0,91.01853760979502,87.0,High
1,3,99,85,60,81,75,78,78,0.0,0.0,78.75,80.33333333333333,2.5,88.3258527383918,79.42857142857143,High
1,11,99,91,73,77,81,75,90,0.0,0.0,82.5,85.33333333333333,15.5,90.25809249146955,83.71428571428571,High
6,5,65,68,74,50,98,60,83,1.0,0.0,71.75,70.33333333333333,2.0,84.2474491861522,71.14285714285714,Average
8,19,94,83,72,63,65,63,74,0.0,0.0,73.5,73.33333333333333,20.0,88.41182869104387,73.42857142857143,Average
7,3,73,52,89,85,74,66,79,1.0,0.0,80.25,65.66666666666667,-0.5,87.61721625266219,74.0,Average
5,15,85,76,61,93,98,87,67,0.0,0.0,84.25,76.66666666666667,12.5,86.42305876372247,81.0,High
4,32,87,82,74,77,100,93,65,0.0,0.0,84.5,80.0,30.0,88.12766320590673,82.57142857142857,High
5,4,77,58,90,72,75,88,90,1.0,0.0,78.5,78.66666666666667,1.5,88.22634094178672,78.57142857142857,High
1,31,85,60,92,92,85,62,84,0.0,0.0,88.5,68.66666666666667,30.5,86.59602049141127,80.0,High
2,19,91,69,90,76,79,80,82,0.0,0.0,84.0,77.0,18.0,92.29718666113912,81.0,High
1,16,86,96,83,78,71,78,75,0.0,0.0,79.5,83.0,15.5,91.75378874876468,81.0,High
1,29,78,80,72,65,90,99,95,0.0,0.0,76.25,91.33333333333331,28.5,87.56732415883738,82.71428571428571,High
3,26,71,92,92,96,81,81,85,0.0,0.0,85.0,86.0,24.5,91.38108392628664,85.42857142857143,High
4,27,72,85,92,83,84,96,81,0.0,0.0,82.75,87.33333333333333,25.0,92.26018334165713,84.71428571428571,High
3,35,88,92,88,100,89,94,87,0.0,0.0,91.25,91.0,33.5,95.3657589104374,91.14285714285714,Excellent
5,26,68,100,94,69,93,64,93,0.0,0.0,81.0,85.66666666666667,23.5,84.76845378827218,83.0,High
2,28,81,75,94,93,87,77,67,0.0,1.0,88.75,73.0,27.0,90.083683479571,82.0,High
1,32,92,69,92,91,82,89,69,0.0,0.0,89.25,75.66666666666667,31.5,89.56197427899409,83.42857142857143,High
0,33,84,64,82,81,85,84,89,0.0,0.0,83.0,79.0,33.0,91.96436507975702,81.28571428571429,High
2,18,89,60,82,90,96,67,68,0.0,0.0,89.25,65.0,22.0,86.18661794456102,78.85714285714286,High
1,18,94,66,84,92,71,81,99,0.0,0.0,85.25,82.0,17.5,87.81491934880239,83.85714285714286,High
1,9,64,89,91,99,60,98,93,0.0,0.0,78.5,93.33333333333331,13.5,83.94355195538179,84.85714285714286,High
5,25,81,88,85,90,93,62,96,0.0,0.0,87.25,82.0,22.5,88.71579274679283,85.0,High
1,18,80,93,89,79,89,93,100,0.0,0.0,84.25,95.33333333333331,22.5,92.53899023813354,89.0,High
4,3,75,65,66,79,91,82,72,0.0,0.0,77.75,73.0,1.0,90.80372746318224,75.71428571428571,High
4,34,87,90,98,90,83,94,84,0.0,0.0,89.5,89.33333333333333,37.0,94.65032266215545,89.42857142857143,High
7,4,58,50,73,54,94,51,74,1.0,0.0,69.75,58.333333333333336,0.5,83.78859895599632,64.85714285714286,Average
3,14,60,90,87,91,78,77,82,0.0,0.0,79.0,83.0,12.5,89.32738261227539,80.71428571428571,High
5,8,91,70,88,68,88,63,68,0.0,0.0,83.75,67.0,5.5,88.14170975144192,76.57142857142857,High
3,35,95,97,89,97,99,85,92,0.0,0.0,95.0,91.33333333333331,33.5,94.97150974091484,93.42857142857144,Excellent
3,2,70,100,92,73,67,68,76,0.0,0.0,75.5,81.33333333333333,0.5,87.12884361579478,78.0,High
2,27,76,100,94,81,60,85,73,0.0,0.0,77.75,86.0,26.0,86.6120167598665,81.28571428571429,High
5,20,79,65,78,65,57,99,92,0.0,0.0,69.75,85.33333333333333,17.5,84.7263064622301,76.42857142857143,High
4,21,92,96,92,63,73,60,81,0.0,0.0,80.0,79.0,19.0,85.38428764585703,79.57142857142857,High
5,6,89,73,71,97,78,99,60,0.0,0.0,83.75,77.33333333333333,3.5,85.52012891401769,81.0,High
